partyCode,partyName,invoiceNumber,invoiceDate,dueDate,amount
CUST-1268,Farwaniya Fix-It Center 7.,INV-20363,18/10/2025,2/11/2025,KWD 172.058
CUST-1286,Salem Al-Rashidi 8,INV-20364,6/8/2026,20/9/2026,1417.954
CUST-1108,Farwaniya Fix-It Center 3,INV-20365,21/1/2026,21/4/2026,1203.776
CUST-1121,Modern Home Fix-It  Est. 4,INV-20366,19/9/2025,19/10/2025,875.112
CUST-1020,Al-Ghanim Home Repairs,INV-20367,13/9/2025,28/10/2025,465.907
CUST-1469,Salmiya Handyman Services 12,INV-20368,2025-10-06,2025-11-05,711.700
CUST-1167,Fahad Al-Otaibi  Est. 5,INV-20369,2026-03-25,2026-05-09,812.845
CUST-1476,Al-Osaimi Maintenance 12,INV-20370,19/1/2026,20/3/2026,1230.412
CUST-1205,Gulf Builders  Est. 6,INV-20371,3/9/2025,18/10/2025,581.670
CUST-1318,Al-Rashed Villas 8,INV-20372,6/8/2026,4/11/2026,377.414
CUST-1044,Al-Duaij Maintenance 2,INV-20373,2025-12-21,2026-01-05,436.244
CUST-1290,AL-AJMI INTERIORS 8,INV-20374,2026-05-31,2026-06-15,403.237
CUST-1140,Al-Ghanim Home Repairs  Est. 4,INV-20375,15/8/2025,29/9/2025,1706.700
CUST-1331,Ahmad Al-Kandari  Est. 9,INV-20376,25/8/2025,9/10/2025,682.920
CUST-1290,Al-Ajmi Interiors 8,INV-20377,2026-02-02,2026-02-17,KD 1781.515
CUST-1441,Modern Home Fix-It 12,INV-20378,2026-05-08,2026-06-07,KD 694.509
CUST-1112,Ahmadi Villa Care 3,INV-20379,2025-10-03,2025-11-02,1497.711
CUST-1013,Desert Rose Interiors,INV-20380,2025-12-21,2026-01-05,581.788
CUST-1142,Gulf Facility Management 4,INV-20381,2025-12-14,2026-02-12,1397.192
CUST-1154,Al-Khaled General Trading 4,INV-20382,2026-06-29,2026-09-27,KWD 1300.623
CUST-1421,Al-Bahar Property Services  Est. 11,INV-20383,23/9/2025,22/11/2025,78.826
CUST-1179,Nasser Al-Hajeri 5,INV-20384,27/8/2025,11/10/2025,137.497
CUST-1189,Salmiya Handyman Services 5,INV-20385,2025-11-05,2025-12-05,KWD 655.852
CUST-1164,Al-Duaij Maintenance  Est. 5,INV-20386,18/6/2026,18/7/2026,1396.730
CUST-1344,"Al-Zamil Villas  Est. 9,",INV-20387,2025-10-26,2025-11-25,1477.297
CUST-1130,Al-Ajmi Interiors 4,INV-20388,9/7/2026,8/8/2026,1363.212
CUST-1230,"Hawally Repair Shop 6,",INV-20389,8/2/2026,9/5/2026,KD 1334.358
CUST-1399,Al-Sanea Property 10,INV-20390,2025-08-21,2025-10-20,1610.477
CUST-1094,Al-Anjari Villas  Est. 3,INV-20391,3/7/2026,17/8/2026,632.999
CUST-1159,Al-Sanea Property 4,INV-20392,2025-09-15,2025-10-15,"1,586.845"
CUST-1376,"Union Facility Services 10,",INV-20393,2026-03-02,2026-05-31,659.740
CUST-1489,New Kuwait Contracting 13,INV-20394,4/4/2026,4/5/2026,1061.062
CUST-1329,New Kuwait Contracting 9,INV-20395,9/1/2026,8/2/2026,995.255
CUST-1377,Al-Yaqout Villas 10,INV-20396,12/10/2025,11/11/2025,1367.790
CUST-1094,Al-Anjari Villas  Est. 3,INV-20397,14/8/2025,28/9/2025,564.928
CUST-1016,Union Facility Services,INV-20398,2025-08-17,2025-09-01,KD 1692.548
CUST-1150,Hawally Repair Shop 4.,INV-20399,25/3/2026,24/4/2026,1054.199
CUST-1135,Al-Roumi Renovation 4,INV-20400,17/2/2026,19/3/2026,KD 404.823
CUST-1090,Al-Ajmi Interiors 3,INV-20401,16/12/2025,15/1/2026,721.448
CUST-1096,Union Facility Services  Est. 3,INV-20402,26/11/2025,10/1/2026,1417.569
CUST-1187,Al-Marzouq Home 5,INV-20403,8/10/2025,22/11/2025,1302.704
CUST-1269,Salmiya Handyman Services 7,INV-20404,2026-02-09,2026-02-24,716.271
CUST-1397,First Gulf Interiors  Est. 10,INV-20405,2025-11-12,2026-02-10,915.669
CUST-1057,Al-Yaqout Villas  Est. 2,INV-20406,1/10/2025,31/10/2025,1484.411
CUST-1338,Al-Qadi Household 9,INV-20407,2026-04-23,2026-05-08,1259.218
CUST-1238,Al-Rashed Villas  Est. 6,INV-20408,6/5/2026,21/5/2026,992.824
CUST-1149,SALMIYA HANDYMAN SERVICES 4,INV-20409,24/12/2025,24/3/2026,1529.258
CUST-1172,Al-Enezi General Maintenance  Est. 5,INV-20410,2026-06-05,2026-08-04,626.536
CUST-1072,Ahmadi Villa Care  Est. 2,INV-20411,3/8/2026,17/9/2026,1198.236
CUST-1146,Al-Wazzan Maintenance  Est. 4,INV-20412,2026-04-15,2026-04-30,500.385
CUST-1120,Al-Fahad Contracting  Est. 4,INV-20413,12/8/2025,11/9/2025,767.731
CUST-1400,Al-Fahad Contracting 11,INV-20414,2025-11-14,2026-02-12,1338.656
CUST-1341,Al-Bahar Property Services 9,INV-20415,1/9/2025,31/10/2025,668.456
CUST-1094,Al-Anjari Villas  Est. 3,INV-20416,2026-07-19,2026-09-02,679.674
CUST-1464,Al-Zamil Villas 12,INV-20417,27/1/2026,26/2/2026,1131.357
CUST-9174,Al-Bahar Property Services  Est. 11,INV-20418,15/12/2025,13/2/2026,285.724
CUST-1270,Hawally Repair Shop 7,INV-20419,2026-02-05,2026-03-07,503.885
CUST-1334,Al-Anjari Villas 9,INV-20420,5/2/2026,7/3/2026,828.335
CUST-1468,Farwaniya Fix-It Center  Est. 12,INV-20421,2025-10-03,2025-11-17,1334.183
CUST-1493,Desert Rose Interiors 13,INV-20422,2026-04-01,2026-06-30,899.979
CUST-1419,Nasser Al-Hajeri 11,INV-20423,7/5/2026,5/8/2026,207.947
CUST-1151,Jahra Building Supplies Buyer 4,INV-20424,14/9/2025,29/10/2025,429.368
CUST-1197,FIRST GULF INTERIORS  EST. 5,INV-20425,2026-03-03,2026-04-02,1469.223
CUST-1032,Ahmadi Villa Care  Est.,INV-20426,12/8/2025,11/9/2025,1676.594
CUST-1009,New Kuwait Contracting,INV-20427,2026-01-15,2026-03-01,341.438
CUST-1436,Al-Osaimi Maintenance 11,INV-20428,10/11/2025,10/12/2025,KD 1536.565
CUST-1412,Al-Enezi General Maintenance 11,INV-20429,5/5/2026,4/7/2026,1477.420
CUST-1296,Union Facility Services 8,INV-20430,23/9/2025,22/11/2025,KWD 1522.521
CUST-1324,Al-Duaij Maintenance  Est. 9,INV-20431,20/8/2025,19/10/2025,"1,408.633"
CUST-1024,Al-Zamil Villas,INV-20432,2026-03-22,2026-06-20,178.375
CUST-1121,Modern Home Fix-It  Est. 4.,INV-20433,9/4/2026,9/5/2026,KWD 1426.130
CUST-1077,First Gulf Interiors 2,INV-20434,2026-07-26,2026-08-25,71.939
CUST-1420,Al-Ghanim Home Repairs 11,INV-20435,5/10/2025,4/11/2025,448.960
CUST-1494,Al-Anjari Villas  Est. 13,INV-20436,2025-08-22,2025-10-06,626.597
CUST-1277,First Gulf Interiors  Est. 7,INV-20437,30/12/2025,30/3/2026,1538.988
CUST-1321,Modern Home Fix-It 9,INV-20438,13/3/2026,12/4/2026,535.431
CUST-1400,Al-Fahad Contracting 11,INV-20439,2025-12-26,2026-03-26,1393.670
CUST-1465,Bin Hindi Property  Est. 12  ,INV-20440,2026-01-01,2026-01-31,1484.369
CUST-1278,Al-Rashed Villas  Est. 7,INV-20441,2026-08-02,2026-09-01,21.237
CUST-1312,Ahmadi Villa Care 8,INV-20442,11/6/2026,10/8/2026,1619.814
CUST-1255,Al-Roumi Renovation 7,INV-20443,2025-09-06,2025-10-06,1793.213
CUST-1037,first gulf interiors,INV-20444,2/4/2026,2/5/2026,KD 1596.688
CUST-1311,Jahra Building Supplies Buyer 8,INV-20445,2026-02-27,2026-03-29,949.115
CUST-1034, Al-Khaled General Trading ,INV-20446,3/7/2026,17/8/2026,1790.668
CUST-1320,Al-Fahad Contracting 9.,INV-20447,2026-02-08,2026-03-10,461.418
CUST-1204,Al-Duaij Maintenance 6,INV-20448,2026-06-25,2026-08-09,1697.561
CUST-1412,Al-Enezi General Maintenance 11,INV-20449,2025-11-08,2026-01-07,788.866
CUST-1166,Salem Al-Rashidi 5,INV-20450,13/4/2026,28/5/2026,1103.534
CUST-1127,Fahad Al-Otaibi 4,INV-20451,9/3/2026,24/3/2026,1123.774
CUST-1486,Salem Al-Rashidi 13,INV-20452,2025-10-17,2025-11-01,417.148
CUST-1118,AL-RASHED VILLAS 3,INV-20453,2025-12-29,2026-01-28,KD 1145.916
CUST-1065,Bin Hindi Property  Est. 2,INV-20454,2025-12-13,2026-01-12,648.819
CUST-1213,"Desert Rose Interiors 6,",INV-20455,2025-12-15,2026-01-14,320.181
CUST-1436,Al-Osaimi Maintenance 11,INV-20456,2026-03-05,2026-04-04,"1,575.528"
CUST-1260,"Al-Ghanim Home Repairs  Est. 7,",INV-20457,13/4/2026,12/7/2026,"1,620.008"
CUST-1326,SALEM AL-RASHIDI 9,INV-20458,23/12/2025,23/3/2026,1454.613
CUST-1032,Ahmadi Villa Care  Est.,INV-20459,2025-12-31,2026-01-30,971.293
CUST-1232,Ahmadi Villa Care 6,INV-20460,2026-05-04,2026-05-19,710.516
CUST-1001,Modern Home Fix-It  Est.,INV-20461,2025-12-16,2026-03-16,KD 1602.350
CUST-1129,New Kuwait Contracting 4,INV-20462,2026-05-19,2026-08-17,23.268
CUST-1118,Al-Rashed Villas 3,INV-20463,2025-11-30,2025-12-30,1362.224
CUST-1407,Fahad Al-Otaibi 11,INV-20464,2/7/2026,31/8/2026,911.917
CUST-1392,Ahmadi Villa Care 10,INV-20465,22/8/2025,6/9/2025,851.528
CUST-1120,Al-Fahad Contracting  Est. 4,INV-20466,19/8/2025,18/9/2025,797.657
CUST-1107,Al-Marzouq Home 3,INV-20467,2026-05-01,2026-07-30,1099.831
CUST-1253,Desert Rose Interiors 7,INV-20468,2026-03-12,2026-04-11,1193.891
CUST-1126,Salem Al-Rashidi 4,INV-20469,2026-07-12,2026-07-27,898.995
CUST-1396,Al-Osaimi Maintenance 10,INV-20470,2026-07-24,2026-08-08,103.355
CUST-1449,New Kuwait Contracting  Est. 12,INV-20471,3/3/2026,1/6/2026,615.229
CUST-1060,Al-Ghanim Home Repairs  Est. 2,INV-20472,2026-04-16,2026-05-31,1787.681
CUST-1177,Al-Yaqout Villas 5,INV-20473,25/6/2026,25/7/2026,851.867
CUST-1462,Gulf Facility Management 12,INV-20474,2026-01-20,2026-03-06,1529.817
CUST-1126,Salem Al-Rashidi 4,INV-20475,17/2/2026,4/3/2026,1309.665
CUST-1192,Ahmadi Villa Care 5,INV-20476,2026-03-29,2026-04-28,1552.417
CUST-1102,Gulf Facility Management 3,INV-20477,17/6/2026,17/7/2026,1110.534
CUST-1196,Al-Osaimi Maintenance  Est. 5,INV-20478,2026-04-24,2026-05-24,412.463
CUST-9083,Al-Zamil Villas,INV-20479,2025-12-28,2026-03-28,918.390
CUST-1362,Al-Sabah Villa Services 10,INV-20480,30/1/2026,16/3/2026,1583.839
CUST-1009,New  Kuwait Contracting,INV-20481,6/12/2025,20/1/2026,1273.011
CUST-1149,Salmiya Handyman Services 4,INV-20482,2026-02-17,2026-05-18,703.466
CUST-1190,Hawally Repair Shop 5,INV-20483,10/9/2025,25/10/2025,KD 512.069
CUST-1088,Al-Mutairi Est. 3,INV-20484,2026-07-30,2026-09-28,292.173
CUST-1079,AL-SANEA PROPERTY 2  ,INV-20485,11/5/2026,10/6/2026,1475.428
CUST-1208,AL-MUTAIRI EST. 6,INV-20486,12/4/2026,27/5/2026,93.174
CUST-1447,Fahad Al-Otaibi 12,INV-20487,12/5/2026,27/5/2026,1653.089
CUST-1271,Jahra Building Supplies Buyer  Est. 7,INV-20488,27/6/2026,27/7/2026,488.100
CUST-1297,Al-Yaqout Villas 8,INV-20489,2026-07-07,2026-07-22,501.070
CUST-1188,Farwaniya Fix-It Center 5,INV-20490,11/7/2026,9/9/2026,664.589
CUST-1348,Farwaniya Fix-It Center 9,INV-20491,21/9/2025,5/11/2025,1519.193
CUST-1264,Al-Zamil Villas 7,INV-20492,2025-11-13,2026-02-11,108.211
CUST-1281,Modern Home Fix-It  Est. 8,INV-20493,2026-03-12,2026-04-26,1122.086
CUST-1464,Al-Zamil Villas 12,INV-20494,10/12/2025,9/1/2026,306.498
CUST-1241,Modern Home Fix-It 7,INV-20495,27/4/2026,26/6/2026,527.576
CUST-1440,  Al-Fahad Contracting 12,INV-20496,2/2/2026,3/5/2026,KD 1341.687
CUST-1085,Gulf Builders 3,INV-20497,2026-07-28,2026-09-26,"1,244.541"
CUST-1226,Al-Wazzan  Maintenance 6,INV-20498,2026-07-16,2026-10-14,995.220
CUST-1200,Al-Fahad Contracting 6,INV-20499,4/1/2026,19/1/2026,566.679
CUST-1084,Al-Duaij Maintenance  Est. 3,INV-20500,14/5/2026,13/7/2026,491.316
CUST-1122,Al-Sabah Villa Services 4,INV-20501,8/9/2025,23/9/2025,453.431
CUST-1376,Union  Facility Services 10,INV-20502,2026-06-16,2026-09-14,172.495
CUST-1424,al-zamil villas 11,INV-20503,2026-02-09,2026-03-26,1545.513
CUST-1301,Al-Bahar Property Services 8,INV-20504,2026-04-20,2026-06-19,1153.376
CUST-1427,Al-Marzouq Home 11,INV-20505,2026-04-07,2026-07-06,1474.220
CUST-1432,Ahmadi Villa Care 11,INV-20506,8/11/2025,6/2/2026,1257.969
CUST-1186,Al-Wazzan Maintenance 5,INV-20507,2025-10-07,2025-12-06,1288.193
CUST-1239,Al-Sanea Property 6,INV-20508,28/6/2026,28/7/2026,KWD 932.770
CUST-1393,Fahaheel Home Services 10,INV-20509,2025-12-01,2025-12-31,1380.250
CUST-1179,Nasser Al-Hajeri 5,INV-20510,8/10/2025,22/11/2025,128.509
CUST-1469,Salmiya Handyman Services 12,INV-20511,2025-12-07,2026-01-06,1002.299
CUST-1017,Al-Yaqout Villas,INV-20512,2026-03-05,2026-03-20,1346.049
CUST-1480,Al-Fahad Contracting  Est. 13,INV-20513,12/5/2026,26/6/2026,1262.547
CUST-1261,  Al-Bahar Property Services  Est. 7.,INV-20514,9/4/2026,24/5/2026,185.830
CUST-1255,Al-Roumi Renovation 7,INV-20515,16/7/2026,15/8/2026,"1,697.337"
CUST-1385,Bin Hindi Property 10,INV-20516,2026-01-03,2026-02-02,1203.916
CUST-1446,Salem Al-Rashidi 12,INV-20517,29/6/2026,29/7/2026,510.020
CUST-1101,Al-Bahar Property Services 3,INV-20518,19/8/2025,18/9/2025,881.278
CUST-1365,GULF BUILDERS  EST. 10,INV-20519,2026-04-13,2026-05-28,1383.031
CUST-1129,New Kuwait Contracting 4,INV-20520,2025-09-26,2025-12-25,47.597
CUST-1294,Al-Anjari Villas 8,INV-20521,24/9/2025,23/12/2025,765.214
CUST-1472,Ahmadi Villa Care 12,INV-20522,6/8/2026,21/8/2026,819.528
CUST-1446,Salem Al-Rashidi 12,INV-20523,2025-11-19,2025-12-19,1790.302
CUST-1371,Ahmad Al-Kandari 10,INV-20524,3/7/2026,2/8/2026,108.072
CUST-1172,Al-Enezi General Maintenance  Est. 5,INV-20525,2026-05-13,2026-07-12,801.728
CUST-1054,Al-Anjari Villas  Est. 2,INV-20526,2025-10-20,2025-12-19,1185.505
CUST-1221,Al-Bahar Property Services 6,INV-20527,17/5/2026,1/7/2026,1191.480
CUST-1083,Bayt Al-Jomard 3,INV-20528,2026-05-17,2026-08-15,KWD 272.576
CUST-1286,Salem Al-Rashidi 8,INV-20529,26/8/2025,10/10/2025,1410.708
CUST-1380,Al-Ghanim Home Repairs 10,INV-20530,2025-09-16,2025-10-16,KD 1074.786
CUST-1211,Ahmad Al-Kandari 6,INV-20531,13/3/2026,28/3/2026,KWD 1511.049
CUST-1106,al-wazzan maintenance  est. 3,INV-20532,9/1/2026,8/2/2026,1716.937
CUST-1030,Hawally Repair Shop,INV-20533,3/8/2026,17/9/2026,528.418
CUST-1064,Al-Zamil Villas 2,INV-20534,8/3/2026,22/4/2026,839.943
CUST-1194,  Al-Khaled General Trading 5,INV-20535,2025-11-01,2025-12-01,1109.845
CUST-1127,Fahad Al-Otaibi 4,INV-20536,2026-07-15,2026-07-30,911.076
CUST-1478,Al-Rashed Villas 12,INV-20537,2026-01-16,2026-02-15,90.635
CUST-1493,Desert Rose Interiors 13,INV-20538,2025-11-24,2026-02-22,76.245
CUST-1267,Al-Marzouq Home 7,INV-20539,26/1/2026,12/3/2026,112.440
CUST-1253,Desert Rose Interiors 7,INV-20540,2026-06-30,2026-07-30,565.678
CUST-1115,"Al-Nasser Renovation 3,",INV-20541,21/4/2026,20/7/2026,223.178
CUST-1000,Al-Fahad Contracting,INV-20542,30/4/2026,29/7/2026,892.893
CUST-1059,Nasser Al-Hajeri  Est. 2,INV-20543,2026-04-29,2026-05-14,1449.250
CUST-1066,AL-WAZZAN MAINTENANCE 2,INV-20544,27/1/2026,26/2/2026,601.658
CUST-1403,Bayt Al-Jomard 11,INV-20545,2026-04-26,2026-06-10,1403.921
CUST-1446,salem al-rashidi 12  ,INV-20546,27/7/2026,26/8/2026,1564.372
CUST-1473,Fahaheel Home Services  Est. 12,INV-20547,15/4/2026,15/5/2026,432.294
CUST-1466,Al-Wazzan Maintenance 12,INV-20548,4/8/2026,19/8/2026,"1,756.299"
CUST-1271,Jahra Building Supplies Buyer  Est. 7,INV-20549,15/7/2026,14/8/2026,109.181
CUST-1005,Gulf Builders  Est.,INV-20550,2026-01-04,2026-02-03,876.468
CUST-1405,Gulf Builders 11,INV-20551,2025-11-23,2025-12-23,964.237
CUST-1085,Gulf Builders 3,INV-20552,27/3/2026,26/5/2026,285.647
CUST-1023,Continental Maintenance Co.  Est.,INV-20553,2026-03-21,2026-04-20,767.182
CUST-1323,Bayt Al-Jomard  Est. 9,INV-20554,2025-10-29,2025-11-28,135.650
CUST-1124,Al-Duaij Maintenance 4,INV-20555,10/2/2026,25/2/2026,749.891
CUST-1288,al-mutairi est. 8,INV-20556,2026-04-13,2026-05-13,1410.674
